filename,split,granule_name,track,cycle,pol
synthetic_l0_0168.h5,test,synthetic_l0_0168.h5,,,
synthetic_l0_0300.h5,test,synthetic_l0_0300.h5,,,
synthetic_l0_0312.h5,test,synthetic_l0_0312.h5,,,
synthetic_l0_0076.h5,test,synthetic_l0_0076.h5,,,
synthetic_l0_0316.h5,test,synthetic_l0_0316.h5,,,
synthetic_l0_0299.h5,test,synthetic_l0_0299.h5,,,
synthetic_l0_0210.h5,test,synthetic_l0_0210.h5,,,
synthetic_l0_0328.h5,test,synthetic_l0_0328.h5,,,
synthetic_l0_0030.h5,test,synthetic_l0_0030.h5,,,
synthetic_l0_0129.h5,test,synthetic_l0_0129.h5,,,
synthetic_l0_0439.h5,test,synthetic_l0_0439.h5,,,
synthetic_l0_0105.h5,test,synthetic_l0_0105.h5,,,
synthetic_l0_0293.h5,test,synthetic_l0_0293.h5,,,
synthetic_l0_0270.h5,test,synthetic_l0_0270.h5,,,
synthetic_l0_0402.h5,test,synthetic_l0_0402.h5,,,
synthetic_l0_0215.h5,test,synthetic_l0_0215.h5,,,
synthetic_l0_0043.h5,test,synthetic_l0_0043.h5,,,
synthetic_l0_0466.h5,test,synthetic_l0_0466.h5,,,
synthetic_l0_0161.h5,test,synthetic_l0_0161.h5,,,
synthetic_l0_0320.h5,test,synthetic_l0_0320.h5,,,
synthetic_l0_0057.h5,test,synthetic_l0_0057.h5,,,
synthetic_l0_0282.h5,test,synthetic_l0_0282.h5,,,
synthetic_l0_0022.h5,test,synthetic_l0_0022.h5,,,
synthetic_l0_0424.h5,test,synthetic_l0_0424.h5,,,
synthetic_l0_0275.h5,test,synthetic_l0_0275.h5,,,
synthetic_l0_0014.h5,test,synthetic_l0_0014.h5,,,
synthetic_l0_0436.h5,test,synthetic_l0_0436.h5,,,
synthetic_l0_0319.h5,test,synthetic_l0_0319.h5,,,
synthetic_l0_0109.h5,test,synthetic_l0_0109.h5,,,
synthetic_l0_0138.h5,test,synthetic_l0_0138.h5,,,
synthetic_l0_0192.h5,test,synthetic_l0_0192.h5,,,
synthetic_l0_0290.h5,test,synthetic_l0_0290.h5,,,
synthetic_l0_0455.h5,test,synthetic_l0_0455.h5,,,
synthetic_l0_0015.h5,test,synthetic_l0_0015.h5,,,
synthetic_l0_0303.h5,test,synthetic_l0_0303.h5,,,
synthetic_l0_0243.h5,test,synthetic_l0_0243.h5,,,
synthetic_l0_0110.h5,test,synthetic_l0_0110.h5,,,
synthetic_l0_0435.h5,test,synthetic_l0_0435.h5,,,
synthetic_l0_0197.h5,test,synthetic_l0_0197.h5,,,
synthetic_l0_0033.h5,test,synthetic_l0_0033.h5,,,
synthetic_l0_0289.h5,test,synthetic_l0_0289.h5,,,
synthetic_l0_0317.h5,test,synthetic_l0_0317.h5,,,
synthetic_l0_0462.h5,test,synthetic_l0_0462.h5,,,
synthetic_l0_0034.h5,test,synthetic_l0_0034.h5,,,
synthetic_l0_0336.h5,test,synthetic_l0_0336.h5,,,
synthetic_l0_0183.h5,test,synthetic_l0_0183.h5,,,
synthetic_l0_0049.h5,test,synthetic_l0_0049.h5,,,
synthetic_l0_0005.h5,test,synthetic_l0_0005.h5,,,
synthetic_l0_0102.h5,test,synthetic_l0_0102.h5,,,
synthetic_l0_0176.h5,test,synthetic_l0_0176.h5,,,
synthetic_l0_0140.h5,test,synthetic_l0_0140.h5,,,
synthetic_l0_0480.h5,test,synthetic_l0_0480.h5,,,
synthetic_l0_0041.h5,test,synthetic_l0_0041.h5,,,
synthetic_l0_0370.h5,test,synthetic_l0_0370.h5,,,
synthetic_l0_0021.h5,test,synthetic_l0_0021.h5,,,
synthetic_l0_0278.h5,test,synthetic_l0_0278.h5,,,
synthetic_l0_0164.h5,test,synthetic_l0_0164.h5,,,
synthetic_l0_0323.h5,test,synthetic_l0_0323.h5,,,
synthetic_l0_0306.h5,test,synthetic_l0_0306.h5,,,
synthetic_l0_0113.h5,test,synthetic_l0_0113.h5,,,
synthetic_l0_0240.h5,test,synthetic_l0_0240.h5,,,
synthetic_l0_0400.h5,test,synthetic_l0_0400.h5,,,
synthetic_l0_0441.h5,test,synthetic_l0_0441.h5,,,
synthetic_l0_0013.h5,test,synthetic_l0_0013.h5,,,
synthetic_l0_0142.h5,test,synthetic_l0_0142.h5,,,
synthetic_l0_0196.h5,test,synthetic_l0_0196.h5,,,
synthetic_l0_0035.h5,test,synthetic_l0_0035.h5,,,
synthetic_l0_0097.h5,test,synthetic_l0_0097.h5,,,
synthetic_l0_0453.h5,test,synthetic_l0_0453.h5,,,
synthetic_l0_0465.h5,test,synthetic_l0_0465.h5,,,
synthetic_l0_0137.h5,test,synthetic_l0_0137.h5,,,
